G519	Non-significant (study details, 6 variants)	American (Caucasian), French	2 genes	multiple	Geesaman et al. (2003)
258	Significant (study details)	Danish	KL	13q13.1	Soerensen et al. (2012)
368	Significant (study details)	Ashkenazi Jewish, Czechs (Bohemian)	KL	13q13.1	Arking et al. (2005)
298	Significant (study details)	American (Caucasian)	LINC01237	2q37.3	Yashin et al. (2012)
389	Significant (study details)	European	LINC02227	5q33.3	Deelen et al. (2014)
96	Non-significant (study details)	Japanese	LIPC	15q21.3	Arai et al. (2003)
G440	Significant (study details, 4 variants)	American (Caucasians), Italian (Southern), French, Ashkenazi Jewish	2 genes	multiple	Conneely et al. (2012)
310	Significant (study details)	American (Caucasian)	LOC100631378	19q13.13	Yashin et al. (2012)
243	Significant (study details)	Jordanian	LOC105375494	7q32.1	Khabour et al. (2010)
354	Significant (study details)	American (Amish)	LOC105378102	6q26	Edwards et al. (2013)
274	Significant (study details)	Dutch	LOC107987209	14q32.33	Deelen et al. (2011)
97	Non-significant (study details)	Japanese	LPL	8p21.3	Arai et al. (2003)
117	Non-significant (study details)	Irish (Belfast)	LTA	6p21.33	Ross et al. (2003)
G496	Significant (study details, 8 variants)	Korean	LYN	8q12.1	Park et al. (2009)
358	Significant (study details)	Italian (Southern)	MAP3K7	6q15	Di Cianni et al. (2013)
197	Significant (study details)	Italian (Sicily)	MEFV	16p13.3	Grimaldi et al. (2006)
G505	Non-significant (study details, 3 variants)	Italian (Sicily)	MEFV	16p13.3	Grimaldi et al. (2006)
G539	Significant (study details, 10 variants)	American	3 genes	multiple	Kim et al. (2015)
G444	Non-significant (study details, 15 variants)	American of Japanese origin	5 genes	multiple	Morris et al. (2014)
244	Non-significant (study details)	Caucasians	MINPP1	10q23.2	Newman et al. (2010)
272	Significant (study details)	Danish	MLH1	3p22.2	Soerensen et al. (2012)
G417	Significant (study details, 3 variants)	Korean	MLH1	3p22.2	Kim et al. (2006)
203	Non-significant (study details)	Japanese	MMP1	11q22.2	Okayama et al. (2005)
205	Non-significant (study details)	Japanese	MMP3	11q22.2	Okayama et al. (2005)
341	Significant (study details)	Spanish and Italian	MSTN	2q32.2	Garatachea et al. (2013)
220	Significant (study details)	Italian	MT1A	16q13	Cipriano et al. (2006)
350	Significant (study details)	Turkish	MT2A	16q13	Kayaaltı et al. (2011)
174	Non-significant (study details)	Ashkenazi Jewish (Jerusalem)	MTHFR	1p36.22	Stessman et al. (2005)
60	Non-significant (study details)	American (Caucasian)	MTHFR	1p36.22	Hessner et al. (2001)
47	Non-significant (study details)	Swiss	MTHFR	1p36.22	Todesco et al. (1999)
143	Non-significant (study details)	Danish	MTHFR	1p36.22	Pesch et al. (2004)
363	Non-significant (study details)	Jordanian	MTHFR	1p36.22	Khabour et al. (2009)
43	Non-significant (study details)	Danish	MTHFR	1p36.22	Bladbjerg et al. (1999)
17	Non-significant (study details)	English (Cambridge)	MTHFR	1p36.22	Galinsky et al. (1997)
193	Significant (study details)	German	MTR	1q43	Linnebank et al. (2005)
G552	Non-significant (study details, 2 variants)	Danish	MTTP	4q23	Bathum et al. (2005)
G414	Non-significant (study details, 3 variants)	German	MTTP	4q23	Nebel et al. (2005)
G419	Non-significant (study details, 2 variants)	Dutch	MTTP	4q23	Beekman et al. (2006)
G518	Non-significant (study details, 11 variants)	English (Oxford)	MTTP	4q23	Neville et al. (2007)
G509	Significant (study details, 4 variants)	Ashkenazi Jewish	4 genes	multiple	Huffman et al. (2012)
G455	Non-significant (study details, 6 variants)	Danish	3 genes	multiple	Soerensen et al. (2012)
23	Non-significant (study details)	Spanish	NAT2	8p22	Agúndez et al. (1997)
G401	Non-significant (study details, 4 variants)	French	NAT2	8p22	Muiras et al. (1998)
304	Significant (study details)	American (Caucasian)	NCAM2	21q21.1	Yashin et al. (2012)
87	Non-significant (study details)	Chinese	ND2	MT	Yao et al. (2002)
346	Significant (study details)	Japanese	ND2	MT	Tanaka et al. (1998)
345	Significant (study details)	Chinese (Zhuang)	ND5	MT	Feng et al. (2011)
G532	Significant (study details, 5 variants)	Danish	NDUFS1	2q33.3	Dato et al. (2014)
G447	Non-significant (study details, 3 variants)	Greek	2 genes	multiple	Kolovou et al. (2014)
306	Significant (study details)	American (Caucasian)	NLRC5	16q13	Yashin et al. (2012)
338	Significant (study details)	Italian (Southern)	NOS1	12q24.22	Montesanto et al. (2013)
G502	Non-significant (study details, 5 variants)	Italian (Southern)	3 genes	multiple	Montesanto et al. (2013)
158	Significant (study details)	Dutch	NR3C1	5q31.3	van Rossum et al. (2004)
G420	Non-significant (study details, 3 variants)	Dutch	NR3C1	5q31.3	Kuningas et al. (2006)
27	Non-significant (study details)	Italian	PARP1	1q42.12	De Benedictis et al. (1998)
G515	Non-significant (study details, 2 variants)	American (Caucasian and African–American), Ashkenazi Jewish	PARP1	1q42.12	Walston et al. (2009)
G402	Non-significant (study details, 4 variants)	French	PARP1	1q42.12	Cottet et al. (2000)
303	Significant (study details)	American (Caucasian)	PARVG	22q13.31	Yashin et al. (2012)
G495	Significant (study details, 3 variants)	Korean	PAX4	7q32.1	Park et al. (2009)
G493	Significant (study details, 3 variants)	Korean	PCSK1	5q15	Park et al. (2009)
324	Significant (study details)	Italian	PICALM	11q14.2	Piaceri et al. (2011)
169	Non-significant (study details)	Japanese	PIK3CB	3q22.3	Kojima et al. (2004)
121	Non-significant (study details)	Italian	PIK3CB	3q22.3	Bonafè et al. (2003)
168	Non-significant (study details)	Japanese	PIK3CG	7q22.3	Kojima et al. (2004)
42	Non-significant (study details)	Danish	PLAT	8p11.21	Bladbjerg et al. (1999)
G446	Non-significant (study details, 2 variants)	Ashkenazi Jewish	2 genes	multiple	Han et al. (2013)
267	Significant (study details)	Danish	POLB	8p11.21	Soerensen et al. (2012)
151	Significant (study details)	Italian (Sicily)	PON1	7q21.3	Campo et al. (2004)
156	Significant (study details)	Danish	PON1	7q21.3	Christiansen et al. (2004)
134	Significant (study details)	Italian and N. Irish	PON1	7q21.3	Rea et al. (2004)
84	Significant (study details)	Italian	PON1	7q21.3	Bonafè et al. (2002)
122	Significant (study details)	French	PON1	7q21.3	Xia et al. (2003)
G506	Non-significant (study details, 4 variants)	Spanish	4 genes	multiple	Santiago et al. (2013)
152	Significant (study details)	Italian	PPARG	3p25.2	Barbieri et al. (2004)
336	Significant (study details)	Italian (Southern)	PPARG	3p25.2	Corbo et al. (2013)
170	Non-significant (study details)	Japanese	PPARGC1A	4p15.2	Kojima et al. (2004)
315	Significant (study details)	American (Caucasian)	PPP1R26-AS1	9q34.3	Yashin et al. (2012)
305	Significant (study details)	American (Caucasian)	PPP2R2C	4p16.1	Yashin et al. (2012)
G507	Non-significant (study details, 23 variants)	American (Amish)	3 genes	multiple	Edwards et al. (2013)
329	Non-significant (study details)	Polish	PRNP	20p13	Golanska et al. (2013)
287	Non-significant (study details)	Italian (Central)	PTPN22	1p13.2	Napolioni et al. (2011)
G441	Non-significant (study details, 12 variants)	American (Caucasians), Italian (Southern), French, Ashkenazi Jewish	3 genes	multiple	Conneely et al. (2012)
265	Significant (study details)	Danish	RAD23B	9q31.2	Soerensen et al. (2012)
263	Significant (study details)	Danish	RAD52	12p13.33	Soerensen et al. (2012)
29	Non-significant (study details)	Italian	REN	1q32.1	De Benedictis et al. (1998)
G461	Significant (study details, 40 variants)	Dutch	40 genes	multiple	Passtoors et al. (2013)
G467	Non-significant (study details, 10 variants)	European	3 genes	multiple	Lescai et al. (2009)
349	Significant (study details)	Japanese	RNR2	MT	Tanaka et al. (1998)
G541	Non-significant (study details, 78 variants)	American of Japanese origin	5 genes	multiple	Morris et al. (2015)
319	Significant (study details)	American (Caucasian)	RUNX3	1p36.11	Yashin et al. (2012)
G538	Significant (study details, 2 variants)	Italian (Southern)	SDC4	20q13.12	Rose et al. (2015)
G545	Non-significant (study details, 9 variants)	Italian (Southern)	2 genes	multiple	Rose et al. (2015)
54	Non-significant (study details)	German	SERPINE1	7q22.1	Lottermoser et al. (2001)
46	Non-significant (study details)	Dutch	SERPINE1	7q22.1	Heijmans et al. (1999)
188	Non-significant (study details)	American (Caucasian)	SERPINE1	7q22.1	Reiner et al. (2005)
19	Significant (study details)	Italian	SERPINE1	7q22.1	Mannucci et al. (1997)
226	Significant (study details)	Italian (Sicily)	SERPINE1	7q22.1	Listì et al. (2007)
144	Non-significant (study details)	Danish	SERPINE1	7q22.1	Pesch et al. (2004)
44	Non-significant (study details)	Danish	SERPINE1	7q22.1	Bladbjerg et al. (1999)
127	Non-significant (study details)	Japanese	SHC1	1q21.3	Kamei et al. (2003)
132	Non-significant (study details)	Dutch	SHC1	1q21.3	Mooijaart et al. (2004)
251	Significant (study details)	American (Caucasian)	SIRT1	10q21.3	Kim et al. (2012)
379	Significant (study details)	Dutch	SIRT1	10q21.3	Figarska et al. (2013)
192	Non-significant (study details)	German	SIRT1	10q21.3	Flachsbart et al. (2006)
G540	Non-significant (study details, 19 variants)	Ashkenazi Jewish	SIRT1	10q21.3	Han et al. (2015)
G527	Non-significant (study details, 2 variants)	Dutch	SIRT1	10q21.3	Figarska et al. (2013)
G514	Significant (study details, 2 variants)	Chinese (Han)	SIRT1	10q21.3	Zhang et al. (2010)
G542	Significant (study details, 2 variants)	Italian (Northern)	SIRT3	11p15.5	Albani et al. (2014)
388	Non-significant (study details)	Italian (Northern)	SIRT3	11p15.5	Albani et al. (2014)
129	Significant (study details)	Italian (Southern)	SIRT3	11p15.5	Rose et al. (2003)
177	Significant (study details)	Italian (Southern)	SIRT3	11p15.5	Bellizzi et al. (2005)
G528	Non-significant (study details, 3 variants)	Italian (Northern)	SIRT3	11p15.5	Albani et al. (2014)
292	Significant (study details)	Danish, German, Dutch	SIRT6	19p13.3	Soerensen et al. (2013)
124	Non-significant (study details)	American	SLC13A2	17q11.2	Lee et al. (2003)
334	Non-significant (study details)	Italian (Southern)	SLC25A14	Xq26.1	Rose et al. (2011)
333	Significant (study details)	Italian (Southern)	SLC25A27	6p12.3	Rose et al. (2011)
191	Significant (study details)	Japanese	SLC6A4	17q11.2	Gondo et al. (2005)
268	Significant (study details)	Danish	SLC9A3R2	16p13.3	Soerensen et al. (2012)
G469	Significant (study details, 281 variants)	American (Caucasian)	164 genes	multiple	Sebastiani et al. (2012)
G470	Non-significant (study details, 20 variants)	American (Caucasian)	2 genes	multiple	Heckman et al. (2012)
G529	Non-significant (study details, 3 variants)	German	SOD1	21q22.11	Gentschew et al. (2013)
31	Non-significant (study details)	Italian	SOD2	6q25.3	De Benedictis et al. (1998)
G533	Significant (study details, 5 variants)	Danish	SOD2	6q25.3	Dato et al. (2014)
G543	Non-significant (study details, 8 variants)	German	SOD2	6q25.3	Gentschew et al. (2013)
362	Non-significant (study details)	Jordanian	SOD2	6q25.3	Khabour et al. (2009)
184	Non-significant (study details)	Dutch	SOD2	6q25.3	van Heemst et al. (2005)
175	Non-significant (study details)	Ashkenazi Jewish (Jerusalem)	SOD2	6q25.3	Stessman et al. (2005)
364	Significant (study details)	Danish	SOD2	6q25.3	Soerensen et al. (2009)
G530	Non-significant (study details, 8 variants)	German	SOD3	4p15.2	Gentschew et al. (2013)
311	Significant (study details)	American (Caucasian)	SSTR3	22q13.1	Yashin et al. (2012)
301	Significant (study details)	American (Caucasian)	STK24	13q32.2	Yashin et al. (2012)
26	Significant (study details)	English (Caucasian) and Nigerian	SULT1A1	16p11.2	Coughtrie et al. (1999)
296	Significant (study details)	American (Caucasian)	SVEP1	9q31.3	Yashin et al. (2012)
337	Significant (study details)	Italian (Southern)	TAS2R16	7q31.32	Campa et al. (2012)
237	Significant (study details)	Ashkenazi Jewish	TERC	3q26.2	Atzmon et al. (2010)
G546	Non-significant (study details, 592 variants)	Danish	91 genes	multiple	Debrabant et al. (2014)
239	Significant (study details)	Ashkenazi Jewish	TERT	5p15.33	Atzmon et al. (2010)
286	Significant (study details)	Italian (Central)	TERT	5p15.33	Concetti et al. (2013)
353	Non-significant (study details)	Spanish	TFAM	10q21.1	Santiago et al. (2013)
313	Significant (study details)	American (Caucasian)	TGFA	2p13.3	Yashin et al. (2012)
206	Non-significant (study details)	Japanese	TGFB1	19q13.2	Okayama et al. (2005)
G413	Significant (study details, 4 variants)	Italian	TGFB1	19q13.2	Carrieri et al. (2004)
139	Non-significant (study details)	Bulgarian	TGFB1	19q13.2	Naumova et al. (2004)
214	Non-significant (study details)	Italian (Sicily)	TGFB2	1q41	Nuzzo et al. (2006)
G465	Non-significant (study details, 4 variants)	European	4 genes	multiple	Lescai et al. (2009)
88	Significant (study details)	Italian	TH	11p15.5	Tan et al. (2002)
30	Significant (study details)	Italian	TH	11p15.5	De Benedictis et al. (1998)
254	Non-significant (study details)	German	TH	11p15.5	von Wurmb-Schwark et al. (2011)
164	Significant (study details)	Italian	TLR4	9q33.1	Balistreri et al. (2004)
231	Non-significant (study details)	German	TLR4	9q33.1	Nebel et al. (2007)
G526	Non-significant (study details, 10 variants)	American (Caucasian and African-American)	4 genes	multiple	Reiner et al. (2013)
G491	Non-significant (study details, 66 variants)	Italian	36 genes	multiple	Malovini et al. (2011)
118	Non-significant (study details)	Irish (Belfast)	TNF	6p21.33	Ross et al. (2003)
247	Non-significant (study details)	Jordanian	TNF	6p21.33	Khabour and Barnawi (2010)
198	Significant (study details)	Mexican	TNF	6p21.33	Soto-Vega et al. (2005)
102	Non-significant (study details)	Italian	TNF	6p21.33	Lio et al. (2003)
157	Non-significant (study details)	Danish	TNF	6p21.33	Bruunsgaard et al. (2004)
G517	Significant (study details, 2 variants)	Italian	TNF	6p21.33	Cardelli et al. (2008)
75	Non-significant (study details)	Finnish	TNF	6p21.33	Wang et al. (2001)
204	Non-significant (study details)	Japanese	TNF	6p21.33	Okayama et al. (2005)
140	Non-significant (study details)	Bulgarian	TNF	6p21.33	Naumova et al. (2004)
331	Significant (study details)	Polish	TOMM40	19q13.32	Maruszak et al. (2012)
G458	Significant (study details, 3 variants)	Dutch	2 genes	multiple	Deelen et al. (2011)
355	Significant (study details)	Danish, American	TOMM40	19q13.32	Schupf et al. (2013)
282	Significant (study details)	American (Caucasian)	TOMM40	19q13.32	Sebastiani et al. (2012)
360	Significant (study details)	American, English, Irish	TOMM40	19q13.32	Shi et al. (2012)
383	Significant (study details)	European (Danish, Finnish, South Italian and Greek)	TP53	17p13.1	Raule et al. (2014)
278	Significant (study details)	European	TP53	17p13.1	Beekman et al. (2013)
G412	Significant (study details, 2 variants)	Italian (Northern)	2 genes	multiple	Gaspari et al. (2003)
342	Non-significant (study details)	American (Utah)	TP53	17p13.1	Kerber et al. (2012)
3474	Non-significant (study details)	American (Caucasian)	TP53	17p13.1	Boyden and Kunkel (2010)
347	Non-significant (study details)	American (Utah)	TP53	17p13.1	Kerber et al. (2012)
361	Non-significant (study details)	Chinese (Han)	TP53	17p13.1	Pan et al. (2011)
320	Significant (study details)	American (Caucasian)	TP53	17p13.1	Yashin et al. (2012)
256	Significant (study details)	American (Caucasian)	TP53	17p13.1	Boyden and Kunkel (2010)
375	Significant (study details)	Italian	TP53	17p13.1	De Benedictis et al. (1999)
343	Non-significant (study details)	American (Utah)	TP53	17p13.1	Kerber et al. (2012)
366	Significant (study details)	Japanese	TP53	17p13.1	Bilal et al. (2008)
3475	Non-significant (study details)	American (Caucasian)	TP53	17p13.1	Boyden and Kunkel (2010)
284	Significant (study details)	American (Caucasian)	TP53	17p13.1	Puca et al. (2001)
380	Significant (study details)	Italian (Northern)	TP53	17p13.1	Emanuele et al. (2010)
371	Significant (study details)	Finnish	TP53	17p13.1	Niemi et al. (2003)
307	Significant (study details)	American (Caucasian)	TP53	17p13.1	Yashin et al. (2012)
330	Non-significant (study details)	English (Newcastle)	TP53	17p13.1	Collerton et al. (2013)
257	Non-significant (study details)	American (Caucasian)	TP53	17p13.1	Boyden and Kunkel (2010)
280	Significant (study details)	European	TP53	17p13.1	Beekman et al. (2013)
344	Non-significant (study details)	American (Utah)	TP53	17p13.1	Kerber et al. (2012)
312	Significant (study details)	American (Caucasian)	TP53	17p13.1	Yashin et al. (2012)
285	Significant (study details)	Italian (Central)	TP53	17p13.1	Di Pietro et al. (2013)
381	Significant (study details)	Danish	TP53	17p13.1	Bojesen and Nordestgaard (2008)
276	Significant (study details)	European	TP53	17p13.1	Beekman et al. (2013)
322	Non-significant (study details)	Chinese (Guangxi Bama)	TP53	17p13.1	Yang et al. (2012)
290	Non-significant (study details)	Chinese	TP53	17p13.1	Cai et al. (2009)
G522	Significant (study details, 2 variants)	Irish	TP53	17p13.1	Ross et al. (2001)
295	Significant (study details)	American (Caucasian)	TP53	17p13.1	Yashin et al. (2012)
391	Significant (study details)	Japanese	TP53	17p13.1	Pinós et al. (2014)
277	Significant (study details)	European	TP53	17p13.1	Beekman et al. (2013)
387	Significant (study details)	Spanish	TP53	17p13.1	Pinós et al. (2014)
G523	Non-significant (study details, 2 variants)	Irish	TP53	17p13.1	Ross et al. (2001)
314	Significant (study details)	American (Caucasian)	TP53	17p13.1	Yashin et al. (2012)
235	Non-significant (study details)	Ashkenazi Jewish	TSHB	1p13.2	Atzmon et al. (2009)
G531	Significant (study details, 2 variants)	Danish	TTR	18q12.1	Hornstrup et al. (2013)
269	Significant (study details)	Danish	TXNRD1	12q23.3	Soerensen et al. (2012)
G544	Significant (study details, 15 variants)	Danish	TXNRD1	12q23.3	Dato et al. (2014)
384	Significant (study details)	Spanish	UBE4B	1p36.22	Garatachea et al. (2014)
3472	Significant (study details)	Chinese	UBE4B	1p36.22	Sun et al. (2014)
G499	Significant (study details, 2 variants)	Italian (Southern)	UCP1	4q31.1	Rose et al. (2011)
182	Non-significant (study details)	Dutch	UCP2	11q13.4	van Heemst et al. (2005)
332	Significant (study details)	Italian (Southern)	UCP2	11q13.4	Rose et al. (2011)
G479	Significant (study details, 2 variants)	Danish	UCP3	11q13.4	Dato et al. (2012)
G534	Significant (study details, 4 variants)	Danish	UCP3	11q13.4	Dato et al. (2014)
G548	Non-significant (study details, 2 variants)	Danish	UCP3	11q13.4	Dato et al. (2012)
G500	Significant (study details, 2 variants)	Italian (Southern)	UCP3	11q13.4	Rose et al. (2011)
G437	Non-significant (study details, 5 variants)	Spanish	VDR	12q13.11	Laplana et al. (2010)
367	Significant (study details)	Italian (Northern)	VEGFA	6p21.1	Del Bo et al. (2008)
G463	Non-significant (study details, 14 variants)	European	14 genes	multiple	Walter et al. (2011)
G403	Non-significant (study details, 2 variants)	Finnish and Mexican	WRN	8p12	Castro et al. (2000)
32	Non-significant (study details)	Finnish, American, Mexican and Japanese	WRN	8p12	Castro et al. (1999)
266	Significant (study details)	Danish	WRN	8p12	Soerensen et al. (2012)
G416	Non-significant (study details, 3 variants)	Dutch	WRN	8p12	Kuningas et al. (2006)
270	Significant (study details)	Danish	XDH	2p23.1	Soerensen et al. (2012)
G418	Non-significant (study details, 2 variants)	English	XRCC1	19q13.31	Wilding et al. (2006)
208	Non-significant (study details)	English	XRCC3	14q32.33	Wilding et al. (2006)
209	Non-significant (study details)	English	XRCC4	5q14.2	Wilding et al. (2006)
210	Non-significant (study details)	English	XRCC5	2q35	Wilding et al. (2006)
275	Significant (study details)	Danish	XRCC5	2q35	Soerensen et al. (2012)
252	Non-significant (study details)	American (Caucasian)	XRCC6	22q13.2	Kim et al. (2012)
218	Significant (study details)	Italian	YTHDF2	1p35.3	Cardelli et al. (2006)
